"","pond","year","doy","chl_rfu","chl_ugl","pc_rfu","pc_ugl","do_sat","do_mgl","pH","temp_C","stormnum","t0","timesincestormstart","risestarttime","riseendtime","risetime","riseoverdoy","pre_chl_rfu","pre_chl_ugl","pre_pc_rfu","pre_pc_ugl"
"17","Strickers",2022,159,72.7375,290.417139045247,30.6,30.895263328415,109.265,9.7925,9.3315,20.6376,3,159,0,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"18","Strickers",2022,160,61.1105,244.253279128719,27.5915,27.8426068393012,117.42,10.828,9.4085,19.23175,3,159,1,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"19","Strickers",2022,161,51.5165,206.161245754748,26.311,26.5433126281295,171.505,15.145,10.011,21.44175,3,159,2,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"20","Strickers",2022,162,55.231,220.909302661942,26.3245,26.5570107709259,125.19,11.012,9.778,21.66065,3,159,3,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"21","Strickers",2022,163,47.0315,188.353994380737,28.46,28.723854025871,130.745,11.666,9.7855,20.91855,3,159,4,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"22","Strickers",2022,164,58.1505,232.500890262037,32.255,32.5745541675319,95.935,8.5315,9.289,21.0818,3,159,5,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"23","Strickers",2022,165,58.4625,233.739655575011,34.519,34.8717834483541,99.85,8.7635,9.4515,21.76075,3,159,6,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"24","Strickers",2022,166,57.0445,228.109626043607,33.1385,33.4710215127644,96.365,7.8245,9.5145,25.89365,3,159,7,2022-06-08 08:00:00,2022-06-08 13:00:00,5,160,72.7375,290.417139045247,30.6,30.895263328415
"25","Strickers",2022,166,57.0445,228.109626043607,33.1385,33.4710215127644,96.365,7.8245,9.5145,25.89365,4,166,0,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"26","Strickers",2022,167,33.771,135.704483378491,21.7215,21.886451415968,39.095,3.1485,8.595,26.3086,4,166,1,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"27","Strickers",2022,168,32.9855,132.585732887011,19.3295,19.4593434478909,72.775,5.884,9.3125,26.0967,4,166,2,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"28","Strickers",2022,169,36.251,145.551079455982,13.8865,13.9364552078223,58.625,4.7835,8.8545,25.5241,4,166,3,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"29","Strickers",2022,170,34.0275,136.722891400215,8.554,8.52568880323554,52.16,4.3595,8.516,24.24555,4,166,4,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"30","Strickers",2022,171,35.7035,143.37728455581,8.439,8.4090009201549,46.605,3.8655,7.8455,24.6635,4,166,5,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"31","Strickers",2022,172,30.7135,123.564980351503,8.965,8.94272115059328,59.955,4.871,8.1165,25.85205,4,166,6,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"32","Strickers",2022,173,35.811,143.804102732556,12.6165,12.6478151077144,82.6,6.478,8.7,27.7971,4,166,7,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"33","Strickers",2022,174,40.7115,163.261055989711,17.1125,17.2098039975451,107.845,8.516,8.9455,27.34865,4,166,8,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"34","Strickers",2022,175,45.4155,181.937825323791,19.7775,19.9139188532832,90.685,7.222,8.4395,26.9498,4,166,9,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"35","Strickers",2022,176,41.8435,167.755550650889,19.581,19.714534774802,109.435,8.578,9.1415,27.89745,4,166,10,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"36","Strickers",2022,177,44.6635,178.95208328739,21.546,21.7083755596145,29.745,2.4805,6.9955,24.3808,4,166,11,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"37","Strickers",2022,178,55.161,220.631374546851,27.523,27.7731014480749,102.685,8.63,8.199,23.97305,4,166,12,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"38","Strickers",2022,179,52.074,208.374744671361,26.815,27.0547099591959,155.895,13.0435,9.037,24.24485,4,166,13,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"39","Strickers",2022,180,54.233,216.94684182108,29.633,29.9140704332935,122.885,10.176,8.909,24.82595,4,166,14,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"40","Strickers",2022,181,59.4055,237.483744325444,29.7935,30.0769261309843,103.615,8.434,8.913,25.72485,4,166,15,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"41","Strickers",2022,182,60.45,241.630828842759,31.7145,32.0261211170529,82.725,6.65,8.793,26.4204,4,166,16,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"42","Strickers",2022,183,62.775,250.862012665407,34.545,34.8981650567028,100.975,8.2565,8.7925,25.4527,4,166,17,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"43","Strickers",2022,184,52.005,208.100786957915,33.023,33.3538262910617,91.37,7.544,8.831,24.94995,4,166,18,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"44","Strickers",2022,185,76.437,305.105639927779,41.999,42.4615692348162,18.005,1.4715,7.555,25.4206,4,166,19,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"45","Strickers",2022,186,55.229,220.901361858653,38.0625,38.4672922631039,66.96,5.533,8.105,24.92615,4,166,20,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"46","Strickers",2022,187,45.665,182.928440534006,30.2745,30.5649858854346,38.895,3.1715,7.452,25.62985,4,166,21,2022-06-15 18:45:00,2022-06-15 22:00:00,3.25,167,57.0445,228.109626043607,33.1385,33.4710215127644
"47","Strickers",2023,185,68.694,274.319,37.615,37.743,99.3533333333333,7.74266666666667,8.288,28.0951333333333,5,185,0,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"48","Strickers",2023,186,105.937,423.004,64.643,64.8883333333333,66.6133333333333,5.131,8.09833333333333,28.8132333333333,5,185,1,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"49","Strickers",2023,187,119.464666666667,477.010666666667,63.9423333333333,64.1823333333333,9.74666666666667,0.783333333333333,6.58766666666667,26.2575333333333,5,185,2,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"50","Strickers",2023,188,111.870333333333,446.69,65.7456666666667,65.9943333333333,90.6166666666667,7.397,7.99533333333333,25.5288666666667,5,185,3,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"51","Strickers",2023,189,103.251333333333,412.284333333333,57.814,58.0286666666667,93.3433333333333,7.75533333333333,8.00266666666667,24.5290666666667,5,185,4,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"52","Strickers",2023,190,82.0613333333333,327.687333333333,46.786,46.9543333333333,135.833333333333,11.1633333333333,8.707,25.1484,5,185,5,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"53","Strickers",2023,191,74.9326666666667,299.228,41.0486666666667,41.1916666666667,145.326666666667,11.817,8.84933333333333,25.7273666666667,5,185,6,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"54","Strickers",2023,192,37.7316666666667,150.714333333333,25.8433333333333,25.922,114.386666666667,9.261,8.90566666666667,25.9312666666667,5,185,7,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"55","Strickers",2023,193,41.541,165.927,24.5606666666667,24.635,150.776666666667,12.2626666666667,9.11366666666667,25.7148,5,185,8,2023-07-04 09:30:00,2023-07-05 19:00:00,33.5,187,68.694,274.319,37.615,37.743
"56","Strickers",2023,193,41.541,165.927,24.5606666666667,24.635,150.776666666667,12.2626666666667,9.11366666666667,25.7148,6,193,0,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"57","Strickers",2023,194,37.8326666666667,151.121,23.1536666666667,23.2213333333333,15.1433333333333,1.325,6.52266666666667,21.8338333333333,6,193,1,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"58","Strickers",2023,195,27.1176666666667,108.343333333333,18.6446666666667,18.6926666666667,133.66,11.2533333333333,8.84933333333333,23.8928666666667,6,193,2,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"59","Strickers",2023,196,26.216,104.740333333333,18.7723333333333,18.822,104.92,8.62333333333333,8.86533333333333,25.1971666666667,6,193,3,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"60","Strickers",2023,197,28.9883333333333,115.813666666667,21.9543333333333,22.0173333333333,133.21,10.958,9.14733333333333,25.1256,6,193,4,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"61","Strickers",2023,198,32.165,128.492,27.408,27.494,112.283333333333,9.26766666666667,8.92233333333333,24.9708666666667,6,193,5,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"62","Strickers",2023,199,33.0633333333333,132.079666666667,31.592,31.6956666666667,128.846666666667,10.7713333333333,9.07766666666667,24.2886666666667,6,193,6,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"63","Strickers",2023,200,30.3396666666667,121.208666666667,30.8263333333333,30.9273333333333,150.62,12.5603333333333,9.354,24.4162333333333,6,193,7,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"64","Strickers",2023,201,31.9273333333333,127.541666666667,34.1306666666667,34.2443333333333,145.613333333333,11.875,9.39233333333333,25.6471666666667,6,193,8,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"65","Strickers",2023,202,37.2946666666667,148.973,41.72,41.8663333333333,101.186666666667,8.38966666666667,9.11833333333333,24.7050333333333,6,193,9,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"66","Strickers",2023,203,35.088,140.158666666667,45.9676666666667,46.132,100.806666666667,8.27766666666667,9.02533333333333,25.2633,6,193,10,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"67","Strickers",2023,204,39.2813333333333,156.903666666667,55.319,55.5233333333333,115.16,9.41833333333333,9.251,25.4288333333333,6,193,11,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"68","Strickers",2023,205,62.629,250.112333333333,72.0956666666667,72.372,112.436666666667,9.13933333333333,9.071,25.8747,6,193,12,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"69","Strickers",2023,206,89.3156666666667,356.648333333333,111.938666666667,112.383333333333,62.99,5.074,8.37233333333333,26.3376,6,193,13,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"70","Strickers",2023,207,58.7396666666667,234.584666666667,73.318,73.598,91.9933333333333,7.25,8.932,27.4409666666667,6,193,14,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"71","Strickers",2023,208,51.883,207.212666666667,62.8736666666667,63.1106666666667,73.4833333333333,5.86533333333333,8.37966666666667,26.8133666666667,6,193,15,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"72","Strickers",2023,209,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667,76.6666666666667,5.91666666666667,8.60733333333333,28.5903333333333,6,193,16,2023-07-12 12:00:00,2023-07-14 21:00:00,57,196,41.541,165.927,24.5606666666667,24.635
"73","Strickers",2023,209,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667,76.6666666666667,5.91666666666667,8.60733333333333,28.5903333333333,7,209,0,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"74","Strickers",2023,210,48.333,193.040333333333,46.713,46.8803333333333,51.2566666666667,4.13,7.554,26.3309666666667,7,209,1,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"75","Strickers",2023,211,56.2023333333333,224.455,48.989,49.1673333333333,71.7033333333333,5.78566666666667,7.85733333333333,26.1394,7,209,2,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"76","Strickers",2023,212,64.6386666666667,258.132,54.4773333333333,54.6773333333333,113.36,9.12166666666667,8.93533333333333,26.3472333333333,7,209,3,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"77","Strickers",2023,213,48.3976666666667,193.294333333333,45.063,45.2233333333333,106.466666666667,8.63,8.67233333333333,26.0096666666667,7,209,4,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"78","Strickers",2023,214,23.7583333333333,94.932,28.5336666666667,28.624,83.1233333333333,6.72033333333333,8.206,26.0854666666667,7,209,5,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"79","Strickers",2023,215,40.611,162.208666666667,39.044,39.18,147.686666666667,11.8236666666667,9.151,26.6839666666667,7,209,6,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"80","Strickers",2023,216,89.237,356.338,66.7583333333333,67.0113333333333,73.6533333333333,5.873,7.77133333333333,26.9003,7,209,7,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"81","Strickers",2023,217,122.626333333333,489.636666666667,95.8476666666667,96.2236666666667,110.353333333333,8.75633333333333,8.734,27.0869,7,209,8,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"82","Strickers",2023,218,114.291666666667,456.355,95.3846666666667,95.7603333333333,82.7466666666667,6.65933333333333,8.49033333333333,26.3290333333333,7,209,9,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"83","Strickers",2023,219,112.072666666667,447.499666666667,101.930666666667,102.333,80.24,6.59066666666667,8.48,25.2114,7,209,10,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"84","Strickers",2023,220,54.6706666666667,218.338666666667,65.202,65.4476666666667,128.143333333333,10.5703333333333,8.887,25.0506666666667,7,209,11,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"85","Strickers",2023,221,29.1993333333333,116.655,50.1573333333333,50.3396666666667,143.63,11.728,9.38866666666667,25.6004333333333,7,209,12,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"86","Strickers",2023,222,29.7513333333333,118.861333333333,50.4816666666667,50.666,87.7466666666667,7.256,8.93466666666667,24.9201,7,209,13,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"87","Strickers",2023,223,34.732,138.739,48.2866666666667,48.4613333333333,25.08,2.062,7.50533333333333,25.0934666666667,7,209,14,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"88","Strickers",2023,224,36.6573333333333,146.429,44.1196666666667,44.276,89.5133333333333,7.23366666666667,9.13566666666667,26.1302666666667,7,209,15,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"89","Strickers",2023,225,49.6396666666667,198.255,50.0223333333333,50.2036666666667,72.32,5.846,8.70433333333333,26.031,7,209,16,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"90","Strickers",2023,226,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667,68.0133333333333,5.71733333333333,8.40966666666667,24.0344,7,209,17,2023-07-28 21:40:00,2023-07-28 23:20:00,1.66666666666667,210,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667
"91","Strickers",2023,226,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667,68.0133333333333,5.71733333333333,8.40966666666667,24.0344,8,226,0,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"92","Strickers",2023,227,31.3713333333333,125.324,34.382,34.498,73.0166666666667,6.43666666666667,7.51933333333333,21.5125666666667,8,226,1,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"93","Strickers",2023,228,79.9426666666667,319.228333333333,53.1096666666667,53.305,142.33,12.285,9.28766666666667,22.6282666666667,8,226,2,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"94","Strickers",2023,229,108.202333333333,432.046333333333,66.8246666666667,67.078,118.226666666667,10.1146666666667,9.39866666666667,23.0681333333333,8,226,3,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"95","Strickers",2023,230,124.656333333333,497.734333333333,83.2346666666667,83.5563333333333,95.4366666666667,8.31733333333333,9.21,22.0791333333333,8,226,4,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"96","Strickers",2023,231,99.3693333333333,396.783,81.4293333333333,81.7443333333333,84.8666666666667,7.42,8.94733333333333,21.9014,8,226,5,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"97","Strickers",2023,232,106.081333333333,423.578666666667,68.586,68.848,87.54,7.29,9.154,24.5186666666667,8,226,6,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"98","Strickers",2023,233,95.896,382.92,67.3586666666667,67.6143333333333,13.01,1.076,7.46833333333333,24.8630333333333,8,226,7,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"99","Strickers",2023,234,105.396,420.846,65.5586666666667,65.806,36.7466666666667,2.99833333333333,8.182,25.6507,8,226,8,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"100","Strickers",2023,235,99.0773333333333,395.619333333333,65.0833333333333,65.3303333333333,112.39,8.86366666666667,9.19933333333333,27.5171666666667,8,226,9,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"101","Strickers",2023,236,99.474,397.203666666667,69.5573333333333,69.821,82.92,6.29166666666667,8.95066666666667,29.708,8,226,10,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"102","Strickers",2023,237,84.7336666666667,338.362333333333,68.9943333333333,69.2553333333333,22.4466666666667,1.68866666666667,7.96833333333333,30.3203,8,226,11,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"103","Strickers",2023,238,81.2093333333333,324.285333333333,60.21,60.4356666666667,54.9,4.26266666666667,8.12233333333333,28.3648666666667,8,226,12,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"104","Strickers",2023,239,88.2623333333333,352.446666666667,60.8053333333333,61.0326666666667,75.6866666666667,6.33,7.427,24.2811333333333,8,226,13,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"105","Strickers",2023,240,74.2706666666667,296.586666666667,56.8293333333333,57.04,55.55,4.694,7.59066666666667,23.8397666666667,8,226,14,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"106","Strickers",2023,241,78.5406666666667,313.636,63.4076666666667,63.646,77.1966666666667,6.503,7.896,23.8804333333333,8,226,15,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"107","Strickers",2023,242,76.0606666666667,303.734,61.1503333333333,61.3806666666667,125.306666666667,10.6056666666667,9.102,23.6312333333333,8,226,16,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"108","Strickers",2023,243,82.2443333333333,328.418333333333,63.591,63.8313333333333,73.6133333333333,6.38566666666667,8.44533333333333,22.3982666666667,8,226,17,2023-08-14 05:50:00,2023-08-14 12:00:00,6.16666666666667,227,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667
"109","Strickers",2023,267,82.0293333333333,307.044,67.2726666666667,70.0766666666667,104.86,9.46166666666667,9.495,20.3307,9,267,0,2023-09-25 00:00:00,2023-09-27 18:00:00,66,271,82.0293333333333,307.044,67.2726666666667,70.0766666666667
